"_id","Al","B","C","Co","Cr","Fe","Hf","Mo","Nb+Ta","Ni","Pt","Re","Si","Ta","Ti","W","Y","Zr","低温施加载荷/工作能力（应力乘以变形应变）","低温施加载荷/温度","力学性能/应变","加压/压强","加热/温度","固溶处理油淬/时间","固溶处理油淬/温度","均匀化处理/时间","均匀化处理/温度","备注","应变测试/冲击速率","应变测试/应变位置","应变测试/径向位置","应变测试/时间","应变测试/长轴位置","持续时间/持续时间","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效处理/时间","时效处理/温度","时效处理/空冷","时效处理空冷/时间","时效处理空冷/温度","材料牌号","样品中位置/样品中位置","样品尺寸/d1","样品尺寸/d4","样品尺寸/d5","样品尺寸/样品d0","样品尺寸/模锻前RCS齿轮直径","样品尺寸/模锻后RCS齿轮直径","模锻/模锻","热加工/应变速率","热加工/时间","热加工/温度","热加工前处理/时间","热加工前处理/温度","热处理1/冷却速率","热处理1/时间","热处理1/温度","热处理2/冷却速率","热处理2/时间","热处理2/温度","热处理3/冷却速率","热处理3/时间","热处理3/温度","热处理4/冷却速率","热处理4/时间","热处理4/温度","热处理5/时间","热处理5/温度","第一次轧制/温度","第二次轧制/温度","等温蠕变实验/压力","等温蠕变实验/温度","等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/1min）","蠕变测试/初始压力","蠕变测试/初始温度","蠕变测试/时间","蠕变测试/测试温度","非等温蠕变实验/第一段时间","非等温蠕变实验/第一段温度","非等温蠕变实验/第三段时间","非等温蠕变实验/第三段温度","非等温蠕变实验/第二段时间","非等温蠕变实验/第二段温度","非等温蠕变实验/第四段时间","非等温蠕变实验/第四段温度","非等温蠕变实验/蠕变寿命","非等温蠕变实验/蠕变寿命/参考寿命","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/10min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/11min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/12min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/13min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/14min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/15min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/16min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/17min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/18min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/19min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/1min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/20min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/21min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/22min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/23min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/24min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/25min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/26min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/27min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/28min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/29min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/2min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/30min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/31min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/32min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/33min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/34min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/35min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/3min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/4min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/5min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/6min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/7min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/8min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/9min）"
"ObjectId(""5b4c9d13e6b1a81674aab8a7"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"5.22559%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","610.387h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d17e6b1a81674aab8a9"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"2.10101%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","462.516h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d1ce6b1a81674aab8ab"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"4.52525%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","596.317h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d21e6b1a81674aab8ad"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"2.45118%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","491.29h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d26e6b1a81674aab8af"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"4.87542%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","603.352h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d2be6b1a81674aab8b1"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"2.63973%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","508.084h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d30e6b1a81674aab8b3"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"3.85185%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","572.569h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d3ae6b1a81674aab8b5"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"1.58923%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","387.945h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d3fe6b1a81674aab8b7"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"1.37374%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","344.597h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d43e6b1a81674aab8b9"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"1.02357%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","255.437h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d48e6b1a81674aab8bb"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"1.29293%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","325.322h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d4ee6b1a81674aab8bd"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"1.07744%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","277.143h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d52e6b1a81674aab8bf"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"0.646465%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","120.399h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d57e6b1a81674aab8c1"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"0.754209%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","168.643h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d5fe6b1a81674aab8c3"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"0.673401%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","149.368h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d64e6b1a81674aab8c5"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"0.915825%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","233.763h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d69e6b1a81674aab8c7"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"1.67003%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","412.051h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d6ee6b1a81674aab8c9"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"1.77778%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","431.31h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d73e6b1a81674aab8cb"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"0.861953%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","212.056h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d78e6b1a81674aab8cd"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"1.40067%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","373.567h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d7de6b1a81674aab8cf"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"1.18519%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","298.817h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d82e6b1a81674aab8d1"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"0.808081%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","192.765h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d8ce6b1a81674aab8d3"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"4.06734%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","25℃","746.352h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d91e6b1a81674aab8d5"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"3.85185%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","25℃","741.652h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d96e6b1a81674aab8d7"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"5.41414%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","25℃","781.771h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9d9be6b1a81674aab8d9"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"0.619529%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","96.2605h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9da0e6b1a81674aab8db"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"5.73737%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","25℃","791.238h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9da4e6b1a81674aab8dd"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"0.565657%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","50.3993h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9da9e6b1a81674aab8df"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"0.565657%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","64.8921h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9daee6b1a81674aab8e1"")","0.42",,"0.03",,"18.3","Balance",,"3","5.17","53.2wt.%",,,"0.12",,"1",,,,,,"0.511785%",,,,,,,"",,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,"718",,,,,,,,,,,,,,"3℃/min","1h","1032℃",,"4h","843℃","3℃/min","1h","926℃","1.6℃/min","8h","718℃","8h","621℃",,,,,,"593Mpa","525℃","26.2773h","650℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
